batting_team,bowling_team,overs,current_score,wickets,runs_last5,wickets_last5,final_score
Kolkata Knight Riders,Rajasthan Royals,5,30,1,67,0,175
Rajasthan Royals,Lucknow Super Giants,13,101,1,37,1,157
Lucknow Super Giants,Punjab Kings,10,73,0,69,0,166
Lucknow Super Giants,Punjab Kings,17,151,3,40,0,179
Royal Challengers Bangalore,Sunrisers Hyderabad,5,44,1,55,0,173
Chennai Super Kings,Rajasthan Royals,19,193,6,41,2,198
Rajasthan Royals,Chennai Super Kings,5,32,0,36,0,156
Delhi Capitals,Mumbai Indians,12,97,2,61,0,172
Chennai Super Kings,Kolkata Knight Riders,12,99,2,39,2,173
Lucknow Super Giants,Delhi Capitals,16,142,0,62,0,178
Punjab Kings,Royal Challengers Bangalore,14,107,0,49,0,171
Royal Challengers Bangalore,Mumbai Indians,9,76,1,51,0,184
Rajasthan Royals,Chennai Super Kings,19,152,2,64,1,157
Punjab Kings,Royal Challengers Bangalore,7,55,0,67,0,157
Chennai Super Kings,Gujarat Titans,13,103,4,28,3,139
Lucknow Super Giants,Royal Challengers Bangalore,18,140,0,62,0,156
Delhi Capitals,Gujarat Titans,19,126,1,47,0,131
Royal Challengers Bangalore,Delhi Capitals,11,69,1,41,0,119
Lucknow Super Giants,Mumbai Indians,15,132,0,53,0,177
Gujarat Titans,Sunrisers Hyderabad,14,115,1,32,1,184
Mumbai Indians,Rajasthan Royals,19,173,4,51,2,185
Kolkata Knight Riders,Mumbai Indians,5,49,0,58,0,162
Rajasthan Royals,Chennai Super Kings,5,47,0,52,0,184
Royal Challengers Bangalore,Rajasthan Royals,17,133,1,70,0,138
Rajasthan Royals,Sunrisers Hyderabad,15,134,0,42,0,167
Lucknow Super Giants,Chennai Super Kings,14,102,0,39,0,144
Chennai Super Kings,Punjab Kings,6,42,0,33,0,151
Rajasthan Royals,Sunrisers Hyderabad,15,130,0,76,0,155
Gujarat Titans,Punjab Kings,19,146,0,51,0,151
Mumbai Indians,Kolkata Knight Riders,7,41,0,24,0,139
Sunrisers Hyderabad,Rajasthan Royals,15,140,1,65,0,192
Mumbai Indians,Delhi Capitals,5,58,0,34,0,224
Royal Challengers Bangalore,Chennai Super Kings,8,35,0,60,0,129
Chennai Super Kings,Lucknow Super Giants,9,56,2,31,1,126
Gujarat Titans,Mumbai Indians,5,37,1,57,1,148
Chennai Super Kings,Kolkata Knight Riders,6,51,0,41,0,170
Lucknow Super Giants,Gujarat Titans,13,139,2,50,0,223
Mumbai Indians,Rajasthan Royals,17,145,4,46,0,153
Punjab Kings,Gujarat Titans,10,73,2,58,1,168
Lucknow Super Giants,Gujarat Titans,15,122,4,36,1,176
Punjab Kings,Royal Challengers Bangalore,14,110,2,36,1,144
Lucknow Super Giants,Rajasthan Royals,10,68,2,57,1,147
Lucknow Super Giants,Gujarat Titans,6,78,0,26,0,211
Sunrisers Hyderabad,Delhi Capitals,5,20,1,31,1,138
Delhi Capitals,Punjab Kings,12,106,0,61,0,180
Mumbai Indians,Rajasthan Royals,17,147,3,43,1,163
Lucknow Super Giants,Royal Challengers Bangalore,7,60,2,51,0,187
Kolkata Knight Riders,Royal Challengers Bangalore,19,127,1,66,0,132
Delhi Capitals,Royal Challengers Bangalore,15,108,1,59,1,150
Punjab Kings,Lucknow Super Giants,7,61,0,33,0,154
Chennai Super Kings,Delhi Capitals,6,52,0,49,0,152
Rajasthan Royals,Delhi Capitals,5,49,0,61,0,179
Delhi Capitals,Royal Challengers Bangalore,18,125,2,50,0,130
Lucknow Super Giants,Sunrisers Hyderabad,9,84,0,39,0,200
Chennai Super Kings,Mumbai Indians,6,60,1,43,1,176
Sunrisers Hyderabad,Delhi Capitals,18,145,1,31,1,167
Delhi Capitals,Lucknow Super Giants,7,47,0,20,0,160
Lucknow Super Giants,Delhi Capitals,6,61,1,21,1,172
Sunrisers Hyderabad,Mumbai Indians,13,71,2,30,2,94
Delhi Capitals,Punjab Kings,16,137,6,32,0,169
Mumbai Indians,Punjab Kings,16,111,0,25,0,146
Royal Challengers Bangalore,Delhi Capitals,19,138,3,38,1,151
Delhi Capitals,Lucknow Super Giants,10,98,2,49,0,182
Gujarat Titans,Sunrisers Hyderabad,15,91,1,39,1,135
Gujarat Titans,Royal Challengers Bangalore,17,157,3,32,1,191
Mumbai Indians,Lucknow Super Giants,13,93,1,30,0,150
Rajasthan Royals,Sunrisers Hyderabad,14,123,2,46,1,173
Sunrisers Hyderabad,Royal Challengers Bangalore,6,47,0,66,0,162
Rajasthan Royals,Gujarat Titans,7,67,1,46,1,195
Mumbai Indians,Chennai Super Kings,8,61,2,43,0,179
Delhi Capitals,Mumbai Indians,16,108,5,76,2,113
Kolkata Knight Riders,Punjab Kings,14,108,3,66,0,122
Sunrisers Hyderabad,Rajasthan Royals,15,115,1,39,1,166
Rajasthan Royals,Sunrisers Hyderabad,15,122,1,74,0,162
Lucknow Super Giants,Royal Challengers Bangalore,6,49,1,57,0,121
Delhi Capitals,Royal Challengers Bangalore,18,129,2,28,1,134
Delhi Capitals,Mumbai Indians,17,117,0,67,0,145
Mumbai Indians,Royal Challengers Bangalore,9,69,1,56,0,165
Royal Challengers Bangalore,Rajasthan Royals,14,121,1,52,0,152
Sunrisers Hyderabad,Rajasthan Royals,18,138,6,30,2,143
Gujarat Titans,Punjab Kings,5,62,1,19,1,221
Delhi Capitals,Gujarat Titans,8,54,0,67,0,147
Gujarat Titans,Kolkata Knight Riders,6,37,1,66,0,97
Mumbai Indians,Delhi Capitals,10,104,1,39,1,186
Sunrisers Hyderabad,Lucknow Super Giants,16,141,3,36,1,178
Kolkata Knight Riders,Gujarat Titans,14,100,0,30,0,147
Sunrisers Hyderabad,Kolkata Knight Riders,6,57,0,47,0,177
Royal Challengers Bangalore,Chennai Super Kings,17,130,1,35,1,158
Kolkata Knight Riders,Royal Challengers Bangalore,13,82,1,57,0,135
Chennai Super Kings,Punjab Kings,16,130,0,47,0,164
Rajasthan Royals,Kolkata Knight Riders,12,94,1,68,0,162
Sunrisers Hyderabad,Gujarat Titans,16,108,1,56,1,143
Punjab Kings,Gujarat Titans,14,128,1,33,0,175
Kolkata Knight Riders,Lucknow Super Giants,15,100,2,40,0,144
Gujarat Titans,Kolkata Knight Riders,8,72,0,72,0,187
Mumbai Indians,Rajasthan Royals,7,62,0,72,0,171
Rajasthan Royals,Punjab Kings,14,101,3,23,0,159
Rajasthan Royals,Lucknow Super Giants,15,120,2,68,0,158
Gujarat Titans,Kolkata Knight Riders,15,121,2,51,0,154
Kolkata Knight Riders,Chennai Super Kings,18,138,0,39,0,156
Delhi Capitals,Punjab Kings,6,59,0,48,0,175
Gujarat Titans,Delhi Capitals,18,141,5,68,1,146
Punjab Kings,Rajasthan Royals,16,132,2,62,1,148
Gujarat Titans,Rajasthan Royals,17,93,4,58,0,111
Lucknow Super Giants,Gujarat Titans,5,40,0,44,0,142
Gujarat Titans,Chennai Super Kings,7,53,1,49,0,153
Gujarat Titans,Royal Challengers Bangalore,16,122,1,53,0,138
Lucknow Super Giants,Rajasthan Royals,10,48,2,54,1,134
Punjab Kings,Delhi Capitals,5,40,0,60,0,129
Kolkata Knight Riders,Lucknow Super Giants,13,125,2,32,0,221
Royal Challengers Bangalore,Gujarat Titans,19,181,2,55,0,190
Lucknow Super Giants,Kolkata Knight Riders,14,94,2,35,0,133
Punjab Kings,Kolkata Knight Riders,8,55,2,66,0,136
Punjab Kings,Chennai Super Kings,8,68,2,74,0,164
Punjab Kings,Chennai Super Kings,16,127,4,41,1,153
Rajasthan Royals,Lucknow Super Giants,5,37,0,57,0,161
Lucknow Super Giants,Chennai Super Kings,8,73,2,60,1,186
Lucknow Super Giants,Delhi Capitals,15,143,0,39,0,182
Mumbai Indians,Gujarat Titans,5,44,0,57,0,184
Mumbai Indians,Punjab Kings,9,77,1,59,1,200
Rajasthan Royals,Lucknow Super Giants,18,142,4,62,0,147
Delhi Capitals,Kolkata Knight Riders,11,86,2,40,0,139
Rajasthan Royals,Punjab Kings,12,66,1,61,0,113
Rajasthan Royals,Gujarat Titans,15,95,1,29,0,114
Kolkata Knight Riders,Mumbai Indians,13,108,2,56,0,180
Sunrisers Hyderabad,Mumbai Indians,7,53,1,41,0,147
Mumbai Indians,Chennai Super Kings,13,93,2,60,0,160
Delhi Capitals,Kolkata Knight Riders,8,61,1,22,1,151
Chennai Super Kings,Delhi Capitals,5,29,0,54,0,142
Rajasthan Royals,Punjab Kings,18,128,2,36,1,148
Rajasthan Royals,Royal Challengers Bangalore,12,120,2,48,0,191
Royal Challengers Bangalore,Rajasthan Royals,12,78,3,43,1,109
Rajasthan Royals,Chennai Super Kings,12,101,0,48,0,176
Mumbai Indians,Punjab Kings,17,185,1,45,1,221
Gujarat Titans,Delhi Capitals,6,49,1,37,1,179
Gujarat Titans,Sunrisers Hyderabad,13,113,1,69,0,170
Sunrisers Hyderabad,Kolkata Knight Riders,11,75,1,31,0,124
Punjab Kings,Chennai Super Kings,13,117,1,71,1,207
Royal Challengers Bangalore,Mumbai Indians,9,68,1,54,1,163
Gujarat Titans,Royal Challengers Bangalore,8,53,1,54,0,127
Sunrisers Hyderabad,Chennai Super Kings,17,147,1,58,0,171
Royal Challengers Bangalore,Sunrisers Hyderabad,10,82,1,48,0,147
Gujarat Titans,Punjab Kings,9,69,0,67,0,172
Chennai Super Kings,Mumbai Indians,9,79,1,22,0,171
Gujarat Titans,Chennai Super Kings,16,130,0,47,0,163
Sunrisers Hyderabad,Chennai Super Kings,7,78,0,54,0,201
Sunrisers Hyderabad,Delhi Capitals,6,53,1,61,0,181
Punjab Kings,Delhi Capitals,5,24,1,34,1,122
Chennai Super Kings,Royal Challengers Bangalore,18,155,0,64,0,178
Delhi Capitals,Kolkata Knight Riders,11,102,2,20,0,144
Royal Challengers Bangalore,Mumbai Indians,19,133,0,59,0,142
Rajasthan Royals,Delhi Capitals,17,97,4,67,0,131
Rajasthan Royals,Delhi Capitals,18,155,2,33,0,171
Punjab Kings,Gujarat Titans,19,189,0,76,0,221
Mumbai Indians,Punjab Kings,16,158,1,52,0,169
Rajasthan Royals,Sunrisers Hyderabad,5,52,0,32,0,183
Chennai Super Kings,Mumbai Indians,5,52,0,42,0,135
Chennai Super Kings,Punjab Kings,14,117,2,54,0,160
Chennai Super Kings,Rajasthan Royals,11,67,0,29,0,157
Kolkata Knight Riders,Lucknow Super Giants,5,30,0,48,0,146
Rajasthan Royals,Chennai Super Kings,19,131,1,29,0,136
Gujarat Titans,Chennai Super Kings,12,89,1,47,0,161
Punjab Kings,Sunrisers Hyderabad,16,148,1,58,1,177
Royal Challengers Bangalore,Kolkata Knight Riders,18,130,3,68,2,135
Delhi Capitals,Rajasthan Royals,6,58,1,28,1,201
Delhi Capitals,Royal Challengers Bangalore,6,40,0,42,0,128
Chennai Super Kings,Punjab Kings,8,46,0,43,0,134
Chennai Super Kings,Rajasthan Royals,14,104,4,64,0,139
Gujarat Titans,Punjab Kings,17,108,0,24,0,130
Sunrisers Hyderabad,Lucknow Super Giants,18,138,6,37,1,172
Royal Challengers Bangalore,Lucknow Super Giants,10,79,0,34,0,150
Royal Challengers Bangalore,Mumbai Indians,5,35,0,29,0,189
Delhi Capitals,Sunrisers Hyderabad,16,109,5,57,0,134
Chennai Super Kings,Gujarat Titans,18,172,2,42,0,177
Kolkata Knight Riders,Chennai Super Kings,15,111,3,51,2,137
Kolkata Knight Riders,Royal Challengers Bangalore,6,53,0,27,0,191
Sunrisers Hyderabad,Mumbai Indians,13,108,1,29,1,160
Lucknow Super Giants,Rajasthan Royals,8,89,0,62,0,194
Delhi Capitals,Gujarat Titans,16,116,3,54,2,139
Chennai Super Kings,Royal Challengers Bangalore,8,62,1,42,1,152
Rajasthan Royals,Kolkata Knight Riders,18,107,2,38,1,127
Chennai Super Kings,Mumbai Indians,13,107,1,55,0,157
Punjab Kings,Lucknow Super Giants,8,52,0,50,0,142
Punjab Kings,Kolkata Knight Riders,15,131,3,60,1,163
Gujarat Titans,Chennai Super Kings,19,132,3,59,0,137
Royal Challengers Bangalore,Delhi Capitals,7,33,0,66,0,102
Sunrisers Hyderabad,Royal Challengers Bangalore,19,158,1,49,1,165
Sunrisers Hyderabad,Rajasthan Royals,18,119,5,44,1,124
Gujarat Titans,Punjab Kings,15,107,3,53,1,135
Delhi Capitals,Sunrisers Hyderabad,6,48,0,61,0,144
Delhi Capitals,Royal Challengers Bangalore,19,174,4,49,1,196
Kolkata Knight Riders,Gujarat Titans,15,138,2,56,0,151
Mumbai Indians,Chennai Super Kings,17,127,0,53,0,144
Delhi Capitals,Rajasthan Royals,12,94,1,39,0,178
Punjab Kings,Kolkata Knight Riders,18,147,2,56,1,168
Chennai Super Kings,Punjab Kings,19,175,1,35,1,182
Mumbai Indians,Royal Challengers Bangalore,12,94,2,25,2,175
Mumbai Indians,Punjab Kings,10,81,1,59,1,144
Kolkata Knight Riders,Royal Challengers Bangalore,14,129,1,49,1,190
Chennai Super Kings,Punjab Kings,14,154,2,35,1,236
Chennai Super Kings,Lucknow Super Giants,5,35,1,49,0,139
Chennai Super Kings,Royal Challengers Bangalore,9,60,0,41,0,111
Gujarat Titans,Royal Challengers Bangalore,9,71,1,69,1,177
Rajasthan Royals,Punjab Kings,15,128,2,43,2,175
Lucknow Super Giants,Chennai Super Kings,7,56,0,30,0,194
Mumbai Indians,Delhi Capitals,14,102,2,32,0,133
Rajasthan Royals,Gujarat Titans,18,167,7,49,1,172
Rajasthan Royals,Kolkata Knight Riders,11,108,3,54,2,207
Chennai Super Kings,Mumbai Indians,7,54,0,65,0,157
Gujarat Titans,Royal Challengers Bangalore,13,86,3,50,2,134
Mumbai Indians,Sunrisers Hyderabad,8,89,0,44,0,213
Rajasthan Royals,Kolkata Knight Riders,15,110,2,52,0,121
Gujarat Titans,Rajasthan Royals,15,151,4,38,0,188
Lucknow Super Giants,Sunrisers Hyderabad,18,116,2,59,1,121
Royal Challengers Bangalore,Sunrisers Hyderabad,13,108,0,26,0,169
Kolkata Knight Riders,Mumbai Indians,8,71,0,30,0,191
Sunrisers Hyderabad,Lucknow Super Giants,19,140,3,61,1,147
Rajasthan Royals,Kolkata Knight Riders,15,118,2,39,1,152
Rajasthan Royals,Kolkata Knight Riders,5,53,0,22,0,205
Delhi Capitals,Chennai Super Kings,5,43,0,69,0,184
Sunrisers Hyderabad,Lucknow Super Giants,18,139,1,59,0,152
Delhi Capitals,Rajasthan Royals,8,69,0,51,0,169
Chennai Super Kings,Delhi Capitals,19,154,1,54,1,159
Gujarat Titans,Punjab Kings,12,134,1,51,0,222
Lucknow Super Giants,Rajasthan Royals,15,139,2,53,1,178
Chennai Super Kings,Punjab Kings,15,150,3,64,2,216
Gujarat Titans,Punjab Kings,10,64,1,27,1,137
Lucknow Super Giants,Gujarat Titans,15,88,0,25,0,123
Sunrisers Hyderabad,Royal Challengers Bangalore,11,89,2,29,0,178
Kolkata Knight Riders,Chennai Super Kings,18,113,2,26,1,123
Punjab Kings,Kolkata Knight Riders,7,62,0,54,0,157
Gujarat Titans,Kolkata Knight Riders,17,134,2,58,0,178
Royal Challengers Bangalore,Delhi Capitals,19,156,1,71,0,173
Kolkata Knight Riders,Rajasthan Royals,14,126,1,35,1,172
Rajasthan Royals,Royal Challengers Bangalore,6,44,0,56,0,150
Kolkata Knight Riders,Gujarat Titans,14,79,3,64,2,114
Gujarat Titans,Mumbai Indians,7,57,1,62,0,147
Sunrisers Hyderabad,Mumbai Indians,10,83,1,63,0,144
Gujarat Titans,Chennai Super Kings,19,146,1,28,0,159
Kolkata Knight Riders,Lucknow Super Giants,7,56,0,37,0,139
Punjab Kings,Gujarat Titans,14,122,0,57,0,180
Delhi Capitals,Chennai Super Kings,16,115,4,47,2,149
Delhi Capitals,Chennai Super Kings,9,78,0,66,0,190
Lucknow Super Giants,Kolkata Knight Riders,16,137,0,63,0,159
Mumbai Indians,Delhi Capitals,15,121,0,54,0,167
Punjab Kings,Lucknow Super Giants,8,64,0,65,0,175
Mumbai Indians,Kolkata Knight Riders,19,142,2,46,0,161
Delhi Capitals,Chennai Super Kings,11,64,0,19,0,147
Rajasthan Royals,Delhi Capitals,18,149,1,64,0,154
Punjab Kings,Mumbai Indians,6,43,2,29,0,178
Chennai Super Kings,Gujarat Titans,9,65,1,42,0,129
Lucknow Super Giants,Delhi Capitals,10,76,0,60,0,171
Punjab Kings,Sunrisers Hyderabad,18,150,1,59,1,166
Punjab Kings,Gujarat Titans,17,150,2,55,0,190
Rajasthan Royals,Chennai Super Kings,12,119,1,54,0,180
Lucknow Super Giants,Royal Challengers Bangalore,10,99,2,55,0,202
Kolkata Knight Riders,Punjab Kings,19,121,3,43,0,126
Rajasthan Royals,Gujarat Titans,19,137,2,39,2,142
Kolkata Knight Riders,Rajasthan Royals,12,73,1,57,1,106
Kolkata Knight Riders,Chennai Super Kings,6,47,0,64,0,149
Punjab Kings,Delhi Capitals,18,140,0,51,0,158
Lucknow Super Giants,Royal Challengers Bangalore,16,124,0,52,0,165
Mumbai Indians,Gujarat Titans,15,115,0,53,0,155
Gujarat Titans,Delhi Capitals,11,68,3,33,1,99
Punjab Kings,Sunrisers Hyderabad,15,127,2,21,2,180
Punjab Kings,Sunrisers Hyderabad,12,126,1,74,0,224
Lucknow Super Giants,Chennai Super Kings,6,39,1,48,0,150
Gujarat Titans,Punjab Kings,16,142,2,31,0,185
Royal Challengers Bangalore,Lucknow Super Giants,16,98,2,49,0,125
Sunrisers Hyderabad,Mumbai Indians,14,105,2,35,1,154
Gujarat Titans,Chennai Super Kings,10,72,1,33,1,168
Royal Challengers Bangalore,Punjab Kings,8,65,0,62,0,215
Rajasthan Royals,Lucknow Super Giants,18,126,1,44,1,141
Kolkata Knight Riders,Rajasthan Royals,18,131,1,43,1,156
Punjab Kings,Lucknow Super Giants,7,64,0,43,0,191
Lucknow Super Giants,Gujarat Titans,16,115,3,36,0,133
Delhi Capitals,Rajasthan Royals,17,163,0,37,0,187
Gujarat Titans,Lucknow Super Giants,16,131,1,30,0,183
Delhi Capitals,Punjab Kings,6,21,0,60,0,165
Chennai Super Kings,Mumbai Indians,6,45,0,46,0,165
Mumbai Indians,Sunrisers Hyderabad,6,39,1,51,0,139
Sunrisers Hyderabad,Gujarat Titans,13,120,1,58,0,176
Royal Challengers Bangalore,Kolkata Knight Riders,14,131,2,69,1,197
Kolkata Knight Riders,Lucknow Super Giants,12,99,0,41,0,198
Sunrisers Hyderabad,Royal Challengers Bangalore,10,55,1,37,1,103
Lucknow Super Giants,Kolkata Knight Riders,12,53,0,43,0,104
Rajasthan Royals,Lucknow Super Giants,12,122,1,34,1,187
Mumbai Indians,Rajasthan Royals,13,115,1,27,0,173
Chennai Super Kings,Royal Challengers Bangalore,18,109,0,29,0,134
Lucknow Super Giants,Delhi Capitals,18,149,3,60,1,154
Delhi Capitals,Chennai Super Kings,17,182,6,49,0,197
Chennai Super Kings,Rajasthan Royals,17,134,2,34,0,174
Chennai Super Kings,Rajasthan Royals,7,56,1,42,0,164
Delhi Capitals,Mumbai Indians,8,57,2,71,1,150
Lucknow Super Giants,Royal Challengers Bangalore,5,56,0,29,0,187
Mumbai Indians,Sunrisers Hyderabad,16,122,3,47,1,138
Punjab Kings,Delhi Capitals,18,203,3,27,0,216
Punjab Kings,Gujarat Titans,9,78,0,37,0,195
Delhi Capitals,Punjab Kings,9,71,1,30,1,141
Punjab Kings,Rajasthan Royals,18,179,1,53,1,198
Kolkata Knight Riders,Sunrisers Hyderabad,11,97,3,43,1,156
Punjab Kings,Sunrisers Hyderabad,17,108,2,63,1,125
Delhi Capitals,Chennai Super Kings,18,137,3,49,1,142
Sunrisers Hyderabad,Kolkata Knight Riders,14,85,1,60,0,143
Chennai Super Kings,Kolkata Knight Riders,9,92,1,66,0,217
Punjab Kings,Lucknow Super Giants,5,41,0,32,0,143
Rajasthan Royals,Sunrisers Hyderabad,17,120,3,30,1,149
Delhi Capitals,Royal Challengers Bangalore,9,65,2,39,0,154
Sunrisers Hyderabad,Delhi Capitals,7,40,2,26,2,121
Sunrisers Hyderabad,Punjab Kings,15,126,1,41,1,166
Gujarat Titans,Rajasthan Royals,10,111,2,37,0,179
Royal Challengers Bangalore,Gujarat Titans,7,62,1,38,0,186
Lucknow Super Giants,Rajasthan Royals,10,77,1,64,0,143
Punjab Kings,Chennai Super Kings,7,52,1,37,0,178
Kolkata Knight Riders,Delhi Capitals,15,120,1,38,0,165
Rajasthan Royals,Mumbai Indians,6,55,0,23,0,174
Delhi Capitals,Punjab Kings,10,54,0,46,0,120
Rajasthan Royals,Chennai Super Kings,10,74,2,54,2,157
Mumbai Indians,Punjab Kings,5,34,0,36,0,164
Royal Challengers Bangalore,Kolkata Knight Riders,12,113,1,32,1,172
Mumbai Indians,Gujarat Titans,18,121,2,55,1,161
Lucknow Super Giants,Gujarat Titans,8,73,0,47,0,200
Kolkata Knight Riders,Punjab Kings,11,99,3,41,1,199
Gujarat Titans,Lucknow Super Giants,9,71,2,57,1,149
Royal Challengers Bangalore,Mumbai Indians,15,131,1,50,0,168
Rajasthan Royals,Chennai Super Kings,15,145,1,62,0,190
Sunrisers Hyderabad,Chennai Super Kings,10,76,1,34,1,142
Punjab Kings,Delhi Capitals,6,35,1,42,1,146
Rajasthan Royals,Gujarat Titans,14,130,3,52,0,170
Chennai Super Kings,Lucknow Super Giants,5,21,0,58,0,86
Punjab Kings,Lucknow Super Giants,5,40,0,27,0,168
Punjab Kings,Mumbai Indians,9,66,2,33,0,154
Lucknow Super Giants,Sunrisers Hyderabad,13,102,0,58,0,163
Lucknow Super Giants,Kolkata Knight Riders,19,137,0,31,0,153
Rajasthan Royals,Delhi Capitals,16,126,1,40,1,148
Rajasthan Royals,Mumbai Indians,7,46,0,47,0,162
Delhi Capitals,Rajasthan Royals,6,35,0,38,0,127
Rajasthan Royals,Lucknow Super Giants,11,100,2,60,2,171
Gujarat Titans,Punjab Kings,7,54,1,78,0,156
Royal Challengers Bangalore,Rajasthan Royals,8,46,1,32,1,134
Delhi Capitals,Sunrisers Hyderabad,10,79,0,53,0,172
Kolkata Knight Riders,Delhi Capitals,14,125,2,36,2,178
Royal Challengers Bangalore,Gujarat Titans,15,105,0,56,0,145
Punjab Kings,Royal Challengers Bangalore,12,71,1,58,1,109
Kolkata Knight Riders,Gujarat Titans,12,110,1,56,1,187
Rajasthan Royals,Gujarat Titans,8,85,0,31,0,183
Punjab Kings,Delhi Capitals,9,71,2,54,1,150
Chennai Super Kings,Kolkata Knight Riders,16,97,3,51,0,148
Mumbai Indians,Lucknow Super Giants,5,21,0,69,0,129
Rajasthan Royals,Mumbai Indians,8,65,0,78,0,179
Kolkata Knight Riders,Lucknow Super Giants,14,116,0,43,0,148
Delhi Capitals,Rajasthan Royals,5,29,0,41,0,134
Gujarat Titans,Chennai Super Kings,12,73,3,65,2,121
Delhi Capitals,Rajasthan Royals,8,48,0,67,0,120
Kolkata Knight Riders,Royal Challengers Bangalore,9,75,2,59,1,133
Rajasthan Royals,Sunrisers Hyderabad,18,146,2,49,0,163
Mumbai Indians,Delhi Capitals,9,78,1,37,1,182
Rajasthan Royals,Delhi Capitals,15,104,0,31,0,111
Mumbai Indians,Sunrisers Hyderabad,16,121,1,32,1,158
Royal Challengers Bangalore,Gujarat Titans,8,52,1,45,1,114
Delhi Capitals,Mumbai Indians,11,125,0,56,0,266
Kolkata Knight Riders,Mumbai Indians,19,142,4,26,1,147
Mumbai Indians,Royal Challengers Bangalore,11,79,0,66,0,151
Lucknow Super Giants,Gujarat Titans,18,154,2,28,0,186
Kolkata Knight Riders,Lucknow Super Giants,5,27,0,41,0,147
Lucknow Super Giants,Royal Challengers Bangalore,9,85,2,33,0,187
Delhi Capitals,Kolkata Knight Riders,10,71,0,69,0,156
Lucknow Super Giants,Kolkata Knight Riders,7,62,1,63,1,181
Royal Challengers Bangalore,Mumbai Indians,8,84,0,38,0,187
Royal Challengers Bangalore,Sunrisers Hyderabad,18,158,3,74,2,171
Chennai Super Kings,Royal Challengers Bangalore,11,67,0,43,0,157
Lucknow Super Giants,Chennai Super Kings,10,84,0,18,0,197
Lucknow Super Giants,Rajasthan Royals,14,92,1,65,0,138
Kolkata Knight Riders,Chennai Super Kings,6,46,0,57,0,171
Kolkata Knight Riders,Royal Challengers Bangalore,17,131,1,53,1,154
Punjab Kings,Mumbai Indians,14,102,2,27,0,131
Chennai Super Kings,Royal Challengers Bangalore,12,82,2,21,0,143
Gujarat Titans,Lucknow Super Giants,11,102,1,42,1,202
Gujarat Titans,Chennai Super Kings,16,123,2,45,2,137
Lucknow Super Giants,Mumbai Indians,12,83,2,55,2,173
Mumbai Indians,Punjab Kings,14,108,3,36,0,162
Kolkata Knight Riders,Gujarat Titans,7,61,2,32,0,194
Lucknow Super Giants,Chennai Super Kings,12,94,3,20,0,132
Mumbai Indians,Delhi Capitals,15,111,3,36,0,149
Chennai Super Kings,Lucknow Super Giants,13,79,0,36,0,105
Mumbai Indians,Delhi Capitals,6,32,0,54,0,139
Kolkata Knight Riders,Sunrisers Hyderabad,18,197,0,48,0,218
Chennai Super Kings,Gujarat Titans,14,125,2,67,0,182
Gujarat Titans,Punjab Kings,17,142,2,70,0,178
Kolkata Knight Riders,Chennai Super Kings,18,149,4,36,0,154
Rajasthan Royals,Lucknow Super Giants,17,144,1,63,1,163
Gujarat Titans,Rajasthan Royals,15,99,3,23,0,125
Gujarat Titans,Kolkata Knight Riders,8,57,2,61,0,131
Rajasthan Royals,Sunrisers Hyderabad,6,49,1,52,0,179
Lucknow Super Giants,Rajasthan Royals,12,96,1,43,1,187
Gujarat Titans,Sunrisers Hyderabad,16,128,3,67,2,148
Kolkata Knight Riders,Gujarat Titans,6,29,1,55,0,129
Mumbai Indians,Kolkata Knight Riders,10,95,3,33,3,183
Kolkata Knight Riders,Chennai Super Kings,18,160,3,57,0,184
Gujarat Titans,Kolkata Knight Riders,19,204,2,63,1,209
Gujarat Titans,Sunrisers Hyderabad,11,78,0,32,0,159
Rajasthan Royals,Gujarat Titans,15,110,1,46,0,169
Chennai Super Kings,Punjab Kings,12,115,0,45,0,217
Chennai Super Kings,Sunrisers Hyderabad,6,42,1,67,1,143
Rajasthan Royals,Mumbai Indians,12,102,1,67,0,189
